City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Saint-Philippe,RE,-21.3585,55.7679,72.21,78,35,12.46,scattered clouds
346,Swan Hill,AU,-35.3378,143.5544,57.72,53,85,10.89,overcast clouds
347,Charlestown,AU,-32.95,151.6667,61.07,53,81,3.0,broken clouds
348,Ryotsu,JP,38.0833,138.4333,84.04,64,0,7.38,clear sky
349,Pocatello,US,42.8713,-112.4455,78.73,34,1,0.0,clear sky
350,College,US,64.8569,-147.8028,71.55,55,40,6.91,scattered clouds
351,Ixtapa,MX,20.7,-105.2,82.22,88,47,1.01,scattered clouds
352,Kruisfontein,ZA,-34.0033,24.7314,53.98,25,1,10.33,clear sky
353,Guerrero Negro,MX,27.9769,-114.0611,71.1,82,6,12.55,clear sky
354,Buala,SB,-8.145,159.5921,82.92,77,100,9.57,light rain
355,Bagotville,AU,-28.9833,153.4167,69.82,64,60,7.14,broken clouds
356,Alyangula,AU,-13.8483,136.4192,78.3,57,58,14.07,broken clouds
357,Camalu,MX,30.85,-116.0667,66.42,85,4,4.79,clear sky
358,Santa Helena,BR,-2.2311,-45.3,72.43,97,44,3.06,scattered clouds
359,Padang,ID,-0.9492,100.3543,86.05,67,90,5.23,light rain
360,Deputatskiy,RU,69.3,139.9,64.35,31,99,6.02,overcast clouds
361,Beatrice,US,40.2681,-96.747,69.46,94,1,0.0,clear sky
362,Ayna,PE,-12.65,-73.9167,57.45,96,88,0.51,overcast clouds
363,Haines Junction,CA,60.7522,-137.5108,67.5,48,98,4.94,overcast clouds
364,Pelym,RU,61.0108,61.9978,76.08,45,18,3.22,few clouds
365,Jerome,US,42.7241,-114.5186,87.28,40,1,0.0,clear sky
366,Qaqortoq,GL,60.7167,-46.0333,48.7,100,100,3.0,light rain
367,Shelburne,CA,44.0787,-80.2041,66.27,81,15,6.78,few clouds
368,Merauke,ID,-8.4667,140.3333,82.38,75,84,16.44,broken clouds
369,Teruel,ES,40.6667,-0.6667,60.76,69,0,2.59,clear sky
370,Salaga,GH,8.5508,-0.5188,72.93,86,100,4.54,overcast clouds
371,Dalaba,GN,10.7,-12.25,60.69,97,86,1.92,overcast clouds
372,Zeya,RU,53.75,127.2667,68.95,92,100,2.19,light rain
373,Hualmay,PE,-11.0964,-77.6139,62.01,85,59,9.57,broken clouds
374,Brewster,US,41.3973,-73.6171,73.96,94,70,3.69,broken clouds
375,Kongoussi,BF,13.3258,-1.5347,82.15,59,100,15.08,overcast clouds
376,Okakarara,NA,-20.5833,17.4333,41.99,53,3,5.84,clear sky
377,Carnot,CF,4.9409,15.8665,69.1,97,100,0.72,overcast clouds
378,Kasongo-Lunda,CD,-6.4667,16.8167,62.55,47,10,1.45,clear sky
379,Sorland,NO,67.667,12.6934,50.07,82,100,22.01,light rain
380,Aitape,PG,-3.1374,142.3475,83.77,72,43,4.88,scattered clouds
381,Guiratinga,BR,-16.3494,-53.7583,61.02,65,0,3.85,clear sky
382,Port Moresby,PG,-9.4431,147.1797,83.98,67,92,13.13,overcast clouds
383,Kabalo,CD,-6.05,26.9167,68.9,43,33,4.29,scattered clouds
384,Palana,RU,59.1167,159.9667,48.07,96,100,5.19,light rain
385,Quelimane,MZ,-17.8786,36.8883,61.75,89,24,6.33,few clouds
386,Ilulissat,GL,69.2167,-51.1,53.62,58,20,12.66,light rain
387,Harper,LR,4.375,-7.7169,75.34,76,94,7.31,overcast clouds
388,Palmeiras De Goias,BR,-16.805,-49.9258,61.88,56,0,7.14,clear sky
389,Jaen,ES,38.0,-3.5,70.93,42,0,1.23,clear sky
390,Bubaque,GW,11.2833,-15.8333,80.22,82,100,10.83,moderate rain
391,Half Moon Bay,US,37.4636,-122.4286,73.63,85,1,0.0,clear sky
392,Meulaboh,ID,4.1363,96.1285,84.6,63,80,5.17,broken clouds
393,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,23.02,scattered clouds
394,Rabaul,PG,-4.1967,152.1721,82.81,74,99,3.15,light rain
395,At-Bashi,KG,41.1702,75.8106,68.52,48,46,2.39,scattered clouds
396,Veraval,IN,20.9,70.3667,85.03,75,100,19.51,moderate rain
397,Alekseyevsk,RU,57.8406,108.3492,79.2,37,88,3.2,overcast clouds
398,Lompoc,US,34.6391,-120.4579,72.79,87,1,5.75,clear sky
399,Monte Alegre,BR,-2.0078,-54.0692,76.35,81,32,4.09,scattered clouds
400,Nioki,CD,-2.7167,17.6833,67.44,42,64,1.92,broken clouds
401,Kelo,TD,9.3086,15.8066,72.01,93,100,2.39,overcast clouds
402,Tonota,BW,-21.4833,27.4833,42.21,90,0,6.55,clear sky
403,Ashtabula,US,41.7001,-80.7665,66.15,96,1,0.0,clear sky
404,Pianco,BR,-7.1981,-37.9292,70.63,79,19,3.96,few clouds
405,Charlottetown,CA,46.2352,-63.1267,68.56,80,100,4.0,overcast clouds
406,Port Elizabeth,ZA,-33.918,25.5701,58.48,32,0,10.38,clear sky
407,Sovetskiy,RU,61.3614,63.5842,74.75,46,7,3.36,clear sky
408,Ambon,ID,-3.6954,128.1814,78.94,89,40,6.91,scattered clouds
409,Nampula,MZ,-15.1165,39.2666,61.99,93,96,6.71,overcast clouds
410,Ulaangom,MN,49.9811,92.0667,79.03,28,44,7.49,scattered clouds
411,Gidam,IN,18.9833,81.4,88.16,60,95,4.81,overcast clouds
412,Lorengau,PG,-2.0226,147.2712,84.7,68,83,5.39,broken clouds
413,Devils Lake,US,48.1128,-98.8651,78.94,68,1,8.01,clear sky
414,Shancheng,CN,34.7953,116.0817,89.17,57,98,12.3,overcast clouds
415,Saint-Joseph,RE,-21.3667,55.6167,72.21,70,18,13.73,few clouds
416,Shenzhen,CN,22.5455,114.0683,80.92,95,100,9.69,moderate rain
417,Oussouye,SN,12.485,-16.5469,73.58,92,100,6.64,moderate rain
418,Svarstad,NO,59.399,9.9698,60.94,75,11,1.39,few clouds
419,Portland,US,45.5234,-122.6762,75.78,59,1,1.01,clear sky
420,Lakes Entrance,AU,-37.8811,147.981,58.17,49,100,5.37,overcast clouds
421,Bowen,AU,-20.0167,148.2333,71.19,64,7,12.62,clear sky
422,Husavik,IS,66.0449,-17.3389,52.27,79,100,5.5,overcast clouds
423,Robertsport,LR,6.7533,-11.3686,77.04,84,84,2.53,light rain
424,Sinnamary,GF,5.3833,-52.95,77.72,84,52,5.59,broken clouds
425,Asau,RO,46.4333,26.4,76.39,71,24,1.81,few clouds
426,Tsumeb,NA,-19.2333,17.7167,50.76,40,0,12.06,clear sky
427,Rolla,US,37.9514,-91.7713,70.72,91,1,1.99,clear sky
428,Soja,JP,34.6667,133.75,94.68,57,48,7.7,scattered clouds
429,Natal,BR,-5.795,-35.2094,73.58,90,2,9.24,clear sky
430,Coffs Harbour,AU,-30.3,153.1333,68.13,34,46,10.36,scattered clouds
431,Bafra,TR,41.5678,35.9069,81.82,61,0,7.96,clear sky
432,Brooks,CA,50.5834,-111.8851,74.08,48,1,9.84,clear sky
433,Tecoanapa,MX,16.5167,-98.75,78.57,81,64,3.78,broken clouds
434,Buchanan,LR,5.8808,-10.0467,75.34,89,79,5.55,light rain
435,Asosa,ET,10.0667,34.5333,62.6,85,72,2.42,broken clouds
436,Hutchinson,US,38.0608,-97.9298,74.43,81,1,1.01,clear sky
437,Yerbogachen,RU,61.2767,108.0108,74.35,39,18,6.64,few clouds
438,Key Largo,US,25.0865,-80.4473,82.4,70,2,13.42,clear sky
439,Matai,TZ,-8.3,31.5167,50.34,72,45,4.45,scattered clouds
440,Kuytun,RU,54.3419,101.5036,74.16,48,87,9.78,overcast clouds
441,Linhares,BR,-19.3911,-40.0722,64.89,95,0,3.29,clear sky
442,Pitkyaranta,RU,61.5734,31.4792,60.96,62,90,10.22,overcast clouds
443,Voyvozh,RU,62.892,54.9635,67.71,44,87,6.2,overcast clouds
444,Mandalgovi,MN,45.7625,106.2708,88.27,19,87,17.07,overcast clouds
445,Shenjiamen,CN,29.9576,122.298,82.9,80,12,9.48,few clouds
446,Hasaki,JP,35.7333,140.8333,97.29,79,5,12.55,clear sky
447,Zavetnoye,RU,47.1194,43.8903,89.49,27,8,2.35,clear sky
448,Luba,GQ,3.4568,8.5547,77.0,87,100,8.72,light rain
449,Luderitz,NA,-26.6481,15.1594,62.35,42,0,8.05,clear sky
450,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.84,90,21,6.26,few clouds
451,Tura,IN,25.5198,90.2201,76.75,95,100,2.64,overcast clouds
452,Sungairaya,ID,0.7,108.9,88.77,61,99,6.91,overcast clouds
453,Marseille,FR,43.3333,5.5,72.84,59,0,3.58,clear sky
454,Wick,GB,58.4333,-3.0833,53.65,94,90,1.14,overcast clouds
455,Saint-Francois,FR,46.4154,3.9054,67.17,90,0,2.3,clear sky
456,Puerto El Triunfo,SV,13.2833,-88.55,81.52,75,71,3.76,broken clouds
457,Abu Kamal,SY,34.4506,40.9171,95.79,23,0,14.43,clear sky
458,Taoudenni,ML,22.6783,-3.9836,98.73,9,56,4.7,broken clouds
459,Yumen,CN,40.2833,97.2,81.41,27,78,17.83,broken clouds
460,Geraldton,AU,-28.7667,114.6,64.81,77,90,6.91,overcast clouds
461,Yilan,TW,24.757,121.753,97.09,59,97,7.61,overcast clouds
462,Nouadhibou,MR,20.931,-17.0347,67.95,91,59,17.31,broken clouds
463,Mindelo,CV,16.8901,-24.9804,72.95,78,40,9.22,scattered clouds
464,Ostrovnoy,RU,68.0531,39.5131,56.97,69,4,24.85,clear sky
465,Victoria,HK,22.2855,114.1577,81.03,93,100,5.99,moderate rain
466,Dawei,MM,14.0833,98.2,76.73,96,100,12.8,heavy intensity rain
467,Marsa Matruh,EG,31.3525,27.2453,79.45,67,0,5.73,clear sky
468,Bangkalan,ID,-7.0455,112.7351,89.55,55,23,4.0,few clouds
469,Ruteng,ID,-8.6136,120.4721,74.79,52,17,0.6,few clouds
470,Namibe,AO,-15.1961,12.1522,66.63,84,1,4.59,clear sky
471,Huancabamba,PE,-5.2386,-79.4506,57.81,94,95,7.74,light rain
472,Pemangkat,ID,1.1667,108.9667,85.62,69,100,7.05,overcast clouds
473,Bayanday,RU,53.0661,105.5139,63.88,74,100,3.36,overcast clouds
474,Soligalich,RU,59.0778,42.2864,68.34,66,88,3.38,overcast clouds
475,Gat,IL,31.61,34.7642,80.91,100,3,2.68,clear sky
476,Bontang,ID,0.1333,117.5,83.37,76,69,4.74,broken clouds
477,Xining,CN,36.6167,101.7667,78.62,34,0,4.21,clear sky
478,Lubumbashi,CD,-11.6609,27.4794,49.06,73,6,3.62,clear sky
479,Atasu,KZ,48.6814,71.6433,78.78,39,0,4.14,clear sky
480,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,100,75,6.71,light rain
481,Vila Velha,BR,-20.3297,-40.2925,66.15,94,20,2.3,few clouds
482,Puranpur,IN,28.5167,80.15,82.04,79,100,6.98,overcast clouds
483,Maningrida,AU,-12.0667,134.2667,87.76,41,7,9.17,clear sky
484,Maracaibo,VE,10.6317,-71.6406,80.22,76,5,6.71,clear sky
485,Simao,CN,22.7886,100.9748,70.23,94,100,1.41,overcast clouds
486,Gizo,SB,-8.103,156.8419,81.99,80,90,14.0,moderate rain
487,Xai-Xai,MZ,-25.0519,33.6442,66.58,70,100,11.03,light rain
488,Scottsbluff,US,41.8666,-103.6672,77.77,66,1,6.91,clear sky
489,Huilong,CN,31.8111,121.655,90.99,76,49,11.79,scattered clouds
490,Nelson Bay,AU,-32.7167,152.15,60.3,57,64,1.99,broken clouds
491,Abonnema,NG,4.7084,6.7931,75.18,90,100,3.85,light rain
492,Kiknur,RU,57.3034,47.2011,74.84,58,49,3.4,scattered clouds
493,Houston,US,29.7633,-95.3633,84.06,82,1,1.99,clear sky
494,Havoysund,NO,70.9963,24.6622,48.43,76,39,21.79,scattered clouds
495,Mpanda,TZ,-6.3655,31.0409,60.42,59,26,1.16,scattered clouds
496,Machico,PT,32.7,-16.7667,72.01,76,20,13.8,few clouds
497,Isiro,CD,2.7739,27.616,66.11,98,99,0.67,overcast clouds
498,Lamar,US,33.6668,-95.5836,82.06,93,40,3.44,scattered clouds
499,Hobbs,US,32.7026,-103.136,75.67,82,75,1.01,broken clouds
500,Cururupu,BR,-1.8283,-44.8683,74.03,93,15,3.29,few clouds
501,Djambala,CG,-2.5447,14.7533,66.56,79,45,4.68,scattered clouds
502,Afonso Bezerra,BR,-5.4983,-36.5056,75.63,70,98,9.93,overcast clouds
503,Shar,KZ,49.5886,81.0453,78.6,38,89,8.88,overcast clouds
504,Tagusao,PH,9.1924,117.8141,84.4,73,91,20.07,overcast clouds
505,Kalmunai,LK,7.4167,81.8167,86.97,61,49,2.55,scattered clouds
506,Ancud,CL,-41.8697,-73.8203,46.22,89,100,4.0,light rain
507,Tocache,PE,-8.1842,-76.5125,66.07,99,48,0.49,scattered clouds
508,Kilindoni,TZ,-7.9139,39.6668,76.51,72,81,17.81,broken clouds
509,Hirara,JP,24.8,125.2833,84.25,78,68,14.58,broken clouds
510,Carbonia,IT,39.1672,8.5222,68.85,90,1,7.11,clear sky
511,Greenville,US,35.6127,-77.3663,75.13,86,1,0.0,clear sky
512,Anadyr,RU,64.75,177.4833,52.3,93,90,11.01,light intensity shower rain
513,Binga,ZW,-17.6203,27.3414,52.43,59,3,2.66,clear sky
514,Damavand,IR,35.7178,52.065,76.84,35,2,4.32,clear sky
515,Bairiki,KI,1.3292,172.9752,86.0,70,90,12.66,overcast clouds
516,Pital,CO,2.2665,-75.8044,64.26,94,70,3.69,broken clouds
517,Skjervoy,NO,70.0311,20.9714,50.0,76,63,8.34,light rain
518,Znamenka,RU,52.4167,41.4311,80.64,56,4,0.98,clear sky
519,Boundiali,CI,9.5217,-6.4869,70.9,89,91,4.72,overcast clouds
520,Jibuti,DJ,11.5,42.5,92.62,47,89,15.86,overcast clouds
521,Yuli,NG,9.6989,10.2744,72.23,95,100,4.09,overcast clouds
522,Kysyl-Syr,RU,63.8986,122.7617,75.7,46,91,10.29,overcast clouds
523,Abaza,RU,52.655,90.0928,74.48,51,33,5.19,scattered clouds
524,Bojnurd,IR,37.4747,57.329,82.35,42,0,4.61,clear sky
525,Daru,PG,-9.0763,143.2092,80.35,78,99,15.59,overcast clouds
526,Samoded,RU,63.6083,40.5111,63.39,79,68,4.65,broken clouds
527,Komsomolskiy,UZ,40.4272,71.7189,83.62,50,51,6.91,broken clouds
528,Torrington,US,41.8007,-73.1212,72.09,95,98,5.99,overcast clouds
529,Ibotirama,BR,-12.1853,-43.2206,69.73,35,0,1.79,clear sky
530,Santiago,CL,-33.4569,-70.6483,55.85,36,0,1.14,clear sky
531,Birjand,IR,32.8663,59.2211,84.02,18,0,16.49,clear sky
532,Badamdar,AZ,40.3394,49.8039,85.95,65,0,4.0,clear sky
533,Werota,ET,11.9167,37.7,63.39,83,99,1.12,light rain
534,Macheng,CN,31.1783,115.0319,80.38,84,100,0.58,moderate rain
535,Ojinaga,MX,29.5667,-104.4167,85.41,57,1,5.75,clear sky
536,Louis Trichardt,ZA,-23.0439,29.9032,42.28,90,0,3.49,clear sky
537,Mahibadhoo,MV,3.7833,72.9667,83.39,71,100,7.56,overcast clouds
538,Laredo,US,27.5064,-99.5075,86.0,74,20,13.8,few clouds
539,Kokopo,PG,-4.352,152.2633,82.24,78,100,3.87,light rain
540,Casa Grande,US,32.8795,-111.7573,94.39,41,40,3.44,scattered clouds
541,Caravelas,BR,-17.7125,-39.2481,69.35,95,15,6.6,few clouds
542,Honningsvag,NO,70.9821,25.9704,47.95,71,40,16.11,scattered clouds
543,Noumea,NC,-22.2763,166.4572,71.58,67,78,7.74,broken clouds
544,Grand Baie,MU,-20.0182,57.5802,73.45,68,5,8.01,clear sky
545,Taonan,CN,45.3333,122.7833,91.36,43,56,15.41,broken clouds
546,Qui Nhon,VN,13.7667,109.2333,85.39,65,76,15.55,broken clouds
547,Fort-Shevchenko,KZ,44.5086,50.263,86.2,45,0,8.77,clear sky
548,Martil,MA,35.6166,-5.2752,71.58,45,0,11.92,clear sky
549,Cayenne,GF,4.9333,-52.3333,79.09,88,0,1.14,clear sky
550,Svetlogorsk,BY,52.6333,29.7333,71.15,84,93,4.59,overcast clouds
551,Sulangan,PH,11.1373,123.7228,85.15,68,99,7.58,overcast clouds
552,Moose Factory,CA,51.2585,-80.6094,43.09,77,40,3.42,scattered clouds
553,Okhotsk,RU,59.3833,143.3,66.96,72,26,11.88,scattered clouds
554,Ciudad Bolivar,VE,8.1222,-63.5497,76.93,87,91,7.9,overcast clouds
555,Maceio,BR,-9.6658,-35.7353,69.24,94,0,3.44,clear sky
556,Magway,MM,20.15,94.9167,93.69,50,99,6.24,overcast clouds
557,Xuanhua,CN,40.6103,115.0447,84.56,58,28,7.52,scattered clouds
558,Rawson,AR,-43.3002,-65.1023,48.76,35,95,8.48,overcast clouds
559,Canyon,US,34.9803,-101.9188,73.04,78,66,7.99,broken clouds
560,Mitchell,US,43.7094,-98.0298,71.58,88,1,6.91,clear sky
561,Tondano,ID,1.3038,124.9112,84.29,58,91,4.99,overcast clouds
562,Pronsk,RU,54.1048,39.6092,77.45,66,16,3.8,few clouds
563,Tautira,PF,-17.7333,-149.15,80.62,79,100,23.51,moderate rain
564,Ayagoz,KZ,47.9714,80.4392,83.39,21,61,5.79,broken clouds
565,Witney,GB,51.7836,-1.4854,65.59,90,0,2.3,clear sky
566,Hailar,CN,49.2,119.7,69.69,84,100,8.48,overcast clouds
567,Cuiaba,BR,-15.5961,-56.0967,60.73,67,75,8.05,broken clouds
568,Santa Maria,BR,-29.6842,-53.8069,40.6,80,9,9.75,clear sky
569,Emba,KZ,48.8264,58.1442,89.74,30,8,9.01,clear sky
570,Filadelfia,US,39.9523,-75.1638,73.51,83,71,7.05,broken clouds
571,Sovetskaya Gavan,RU,48.9723,140.2878,78.93,56,80,7.25,broken clouds
572,Muros,ES,42.7762,-9.0603,63.68,93,89,3.87,overcast clouds
573,Volosovo,RU,59.4333,29.4833,64.96,63,30,9.48,scattered clouds
574,Tapes,BR,-30.6733,-51.3958,50.61,63,91,21.0,overcast clouds
575,Nemuro,JP,43.3236,145.575,66.79,90,24,6.62,few clouds
576,Sorong,ID,-0.8833,131.25,80.8,77,100,2.91,light rain
577,Bourail,NC,-21.5667,165.4833,70.72,71,93,6.76,overcast clouds
578,Waddan,LY,29.1614,16.139,74.44,61,0,2.46,clear sky
579,Ambulu,ID,-8.345,113.6058,86.18,59,54,8.95,broken clouds
580,Wewak,PG,-3.5534,143.6268,84.79,68,56,6.04,broken clouds
581,San Francisco De Coray,HN,13.6614,-87.5328,80.01,61,9,5.37,clear sky
582,Panjab,AF,34.388,67.0233,70.45,31,32,4.43,scattered clouds
583,Rafraf,TN,37.1904,10.1837,73.71,80,0,22.39,clear sky
584,Blagoyevo,RU,63.3667,47.9167,74.97,43,12,11.05,few clouds
585,Cap Malheureux,MU,-19.9842,57.6142,73.47,68,5,8.01,clear sky
586,Lakhimpur,IN,27.95,80.7667,86.72,69,96,8.01,overcast clouds
587,Nalut,LY,30.3333,10.85,74.28,37,1,11.01,clear sky
588,Shirokaya Rechka,RU,56.7986,60.4852,71.06,59,18,5.57,few clouds
589,Zaysan,KZ,47.4667,84.8667,88.09,15,37,2.64,scattered clouds
590,Sydney,AU,-33.8679,151.2073,61.34,55,75,1.01,broken clouds
591,Kamyshla,RU,54.1169,52.1426,79.39,51,7,2.86,clear sky
592,Muzhi,RU,65.3667,64.6667,69.75,48,95,7.85,overcast clouds
593,Northfield,US,44.4583,-93.1616,73.81,86,1,3.44,clear sky
594,Arvin,US,35.2091,-118.8284,95.56,40,20,5.01,few clouds
595,Zhuanghe,CN,39.7008,122.9911,80.4,77,47,8.57,scattered clouds
596,Avera,US,33.194,-82.5271,73.74,93,98,3.87,light rain
597,Duekoue,CI,6.7472,-7.3496,69.66,96,98,2.51,overcast clouds
598,Tessalit,ML,20.1986,1.0114,87.8,30,22,7.16,few clouds
599,Poum,NC,-20.2333,164.0167,72.5,77,48,12.68,scattered clouds
600,Balkhash,KZ,46.844,74.9804,86.61,25,0,13.42,clear sky
601,Cotonou,BJ,6.3654,2.4183,76.37,84,97,11.68,overcast clouds
602,Ishigaki,JP,24.3448,124.1572,82.53,83,75,16.11,broken clouds
603,Tamworth,GB,52.634,-1.6959,66.79,84,7,1.99,clear sky
604,Bara,NG,10.3744,10.7288,73.08,88,100,8.59,overcast clouds
605,Roald,NO,62.5833,6.1333,55.45,76,75,12.66,broken clouds
606,Golspie,GB,57.9727,-3.978,55.54,92,8,3.94,clear sky
607,Gamba,GA,-2.65,10.0,68.23,90,21,2.73,few clouds
608,Ozinki,RU,51.1786,49.6769,86.18,36,3,1.48,clear sky
609,Kushmurun,KZ,52.4503,64.6311,67.28,76,100,7.94,light rain
610,Smithers,CA,54.7804,-127.1743,58.98,65,99,2.8,overcast clouds
611,Rairangpur,IN,22.2676,86.1751,86.45,57,100,4.27,overcast clouds
612,Almaty,KZ,43.25,76.95,87.71,17,40,4.47,scattered clouds
613,Teeli,RU,51.0333,90.2333,75.33,34,35,4.36,scattered clouds
614,Whitefish,US,48.4111,-114.3376,73.99,54,1,0.0,clear sky
615,Olimpia,BR,-20.7372,-48.9147,44.31,53,5,8.97,clear sky
616,Mehamn,NO,71.0357,27.8492,48.38,74,74,20.94,broken clouds
617,Maldonado,UY,-34.6667,-54.9167,50.23,87,89,21.7,overcast clouds
618,Honiara,SB,-9.4333,159.95,84.06,78,100,7.58,overcast clouds
619,Perene,PE,-10.9492,-75.2261,64.99,97,49,2.01,scattered clouds
620,Nyrob,RU,60.733,56.7202,70.88,48,2,2.73,clear sky
621,Lithakia,GR,37.7167,20.8333,75.33,83,40,0.0,scattered clouds
622,Cam Ranh,VN,11.9214,109.1591,94.96,43,20,6.91,few clouds
623,Catamarca,AR,-28.4696,-65.7852,46.78,60,98,4.79,overcast clouds
624,Richards Bay,ZA,-28.783,32.0377,54.25,88,0,7.4,clear sky
625,Winnemucca,US,40.973,-117.7357,87.85,20,90,9.22,haze
626,Kayes,ML,14.0,-11.0,77.4,77,82,7.81,broken clouds
627,Boffa,GN,10.1667,-14.0333,74.89,94,87,2.3,moderate rain
628,Westport,US,41.1415,-73.3579,75.16,86,90,4.0,overcast clouds
629,Yaring,TH,6.8662,101.3689,88.61,57,99,8.25,overcast clouds
630,Luanda,AO,-8.8368,13.2343,71.6,88,75,5.75,broken clouds
631,Launceston,AU,-41.45,147.1667,55.04,75,90,5.01,overcast clouds
632,Sonkovo,RU,57.7782,37.1571,69.64,80,16,7.87,few clouds
633,Mamallapuram,IN,12.6264,80.1722,91.45,58,78,9.78,broken clouds
634,Mount Isa,AU,-20.7333,139.5,73.17,21,31,12.66,scattered clouds
635,Lavumisa,SZ,-27.31,31.892,48.72,87,0,3.02,clear sky
636,Moranbah,AU,-22.0016,148.0466,72.86,26,6,3.36,clear sky
637,Maba,CN,24.6841,113.5984,86.41,71,100,1.23,moderate rain
638,Kaseda,JP,31.4167,130.3167,84.54,69,100,14.16,overcast clouds
639,Beian,NO,63.6559,9.5683,54.55,82,75,20.71,broken clouds
640,Terralba,IT,39.7192,8.6392,69.89,90,3,3.53,clear sky
641,Juybar,IR,36.6412,52.9124,86.63,59,5,2.44,clear sky
642,Tweed,CA,44.4751,-77.3162,68.05,98,50,3.96,scattered clouds
643,Pochutla,MX,15.7432,-96.4661,79.83,91,1,4.94,clear sky
644,Beidao,CN,34.5686,105.8933,87.28,46,13,2.55,few clouds
645,Grand-Santi,GF,4.25,-54.3833,71.67,98,72,2.55,broken clouds
646,Strezhevoy,RU,60.7333,77.5889,66.18,50,15,5.39,few clouds
647,Palmerston,AU,-12.486,130.9833,91.38,28,0,12.66,clear sky
648,Kondoa,TZ,-4.9,35.7833,58.06,65,8,3.2,clear sky
649,Raudeberg,NO,61.9875,5.1352,53.87,77,76,3.98,broken clouds
650,Gambela,ET,8.25,34.5833,70.66,92,93,1.74,overcast clouds
651,Dalby,AU,-27.1833,151.2667,61.86,37,0,8.23,clear sky
652,Banjar,ID,-8.19,114.9675,84.06,62,31,2.98,scattered clouds
653,Puerto Carreno,CO,6.189,-67.4859,75.87,91,99,1.01,moderate rain
654,Gobabis,NA,-22.45,18.9667,42.42,48,0,11.03,clear sky
655,Nefteyugansk,RU,61.0998,72.6035,66.45,64,71,8.46,broken clouds
656,Mokshan,RU,53.4365,44.6132,77.72,66,8,3.09,clear sky
657,Flinders,AU,-34.5833,150.8552,61.18,56,99,5.01,overcast clouds
658,Itoman,JP,26.1247,127.6694,91.42,55,40,18.41,scattered clouds
659,Jinchang,CN,38.4953,102.1739,88.32,20,0,16.58,clear sky
660,Llanes,ES,43.4198,-4.7549,63.27,65,0,3.0,clear sky
661,Maniitsoq,GL,65.4167,-52.9,45.39,92,100,14.9,light rain
662,Kildare,IE,53.1561,-6.9144,59.88,94,3,3.36,clear sky
663,Kulhudhuffushi,MV,6.6221,73.07,83.17,73,93,9.62,overcast clouds
664,Bhunya,SZ,-26.55,31.0167,37.8,78,0,4.99,clear sky
665,Guymon,US,36.6828,-101.4816,66.15,100,1,0.0,clear sky
666,Boma,GH,7.0805,-2.1697,67.64,100,100,2.17,overcast clouds
667,Erzin,TR,36.9559,36.2,82.92,52,0,2.84,clear sky
668,Kinshasa,CD,-4.3246,15.3215,68.7,83,43,2.75,scattered clouds
669,Arlit,NE,18.7369,7.3853,90.48,25,100,6.76,overcast clouds
670,Bad Hersfeld,DE,50.8667,9.7,63.61,92,80,3.85,broken clouds
671,Makarov,RU,48.6333,142.8,81.09,43,54,4.76,broken clouds
672,Tanggul,ID,-8.1645,113.4525,88.0,54,77,6.67,broken clouds
673,Serra,BR,-20.1286,-40.3078,65.66,94,20,2.3,few clouds
674,Chaman,PK,30.9236,66.4512,91.94,17,0,13.6,clear sky
675,Berbera,SO,10.4396,45.0143,91.15,38,78,33.42,broken clouds
676,Makinsk,KZ,52.6292,70.4169,72.34,39,100,3.74,overcast clouds
677,Fuente De Oro,CO,3.4594,-73.6128,69.04,98,100,3.6,overcast clouds
678,Teya,RU,60.3778,92.6267,58.69,96,100,7.23,light rain
679,Moron,AR,-34.6534,-58.6198,44.35,86,0,1.01,clear sky
680,Suntar,RU,62.1444,117.6319,60.37,93,100,4.23,light rain
681,Mae Hong Son,TH,19.3003,97.9685,78.03,90,100,1.12,overcast clouds
682,Emmett,US,43.8735,-116.4993,87.93,15,81,8.75,broken clouds
683,Berdigestyakh,RU,62.0989,126.6992,91.09,30,8,7.65,clear sky
684,Aksarka,RU,66.5606,67.7975,65.32,56,44,4.14,scattered clouds
685,Snezhnogorsk,RU,69.1933,33.2531,47.98,92,100,17.09,overcast clouds
686,Walvis Bay,NA,-22.9575,14.5053,65.08,26,4,17.52,clear sky
687,Yabelo,ET,4.8833,38.0833,57.76,68,94,7.83,overcast clouds
688,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,4.61,light intensity drizzle
689,Beyneu,KZ,45.3167,55.2,95.88,14,74,12.08,broken clouds
690,Newport,GB,51.5877,-2.9984,68.54,89,73,5.26,broken clouds
691,Panguna,PG,-6.3164,155.4848,75.2,87,100,3.09,moderate rain
692,Jumla,NP,29.2747,82.1838,66.04,88,100,2.82,light rain
693,Tongren,CN,27.7172,109.1853,87.19,68,78,3.89,broken clouds
694,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.39,91,53,1.61,broken clouds
695,Labrea,BR,-7.2586,-64.7981,77.22,57,19,3.85,few clouds
696,Port-Gentil,GA,-0.7193,8.7815,74.08,79,81,9.19,broken clouds
697,Zemio,CF,5.0314,25.1361,68.2,95,100,2.55,overcast clouds
698,Dhidhdhoo,MV,6.8833,73.1,83.34,73,96,11.1,overcast clouds
